Title,Salary,Location,Employment Type
Адміністратор даних,Національні інформаційні системи,Чернівці,Повна зайнятість
QA Engineer,25 000 – 28 000 грн,Київ,Повна зайнятість
Marketing Influencer manager (eSports),Brazy,Дистанційно,Повна зайнятість
Інспектор відділу кадрів,EPAM,Київ,Повна зайнятість
Junior React Native Developer (Mobile Development),KodiX,Львів,Повна зайнятість
Junior/Strong Junior Front-End Developer,KodiX,Львів,Повна зайнятість
Flutter-розробник,Webspark,Дистанційно,Повна зайнятість
Керівник відділу продажу,40 000 – 70 000 грн,Київ,Повна зайнятість
Керівник відділу продажу,40 000 – 80 000 грн,Львів,Повна зайнятість
Провідний бухгалтер,30 000 – 35 000 грн,Київ,Повна зайнятість
"Strong Junior Fullstack developer (jQuery, PHP)",E.S.D of Mindconnect,Дистанційно,Повна зайнятість
Customer Support Agent,20 700 – 25 000 грн,Дистанційно,Повна зайнятість
Lead generation manager,Galaxy IT,Дистанційно,Повна зайнятість
SMM-менеджер,Galaxy IT,Дистанційно,Повна зайнятість
Менеджер з продажу (контент-послуги),26 000 – 32 000 грн,Київ,Повна зайнятість
Front-End React Developer  (En B2+),IT Continental,Дистанційно,"Повна зайнятість, неповна зайнятість"
Спеціаліст з контекстної реклами,30 000 – 50 000 грн,Дистанційно,"Повна зайнятість, неповна зайнятість"
Помічник офіс-менеджера,27 000 грн,Київ,Повна зайнятість
Partnership manager,Смарт Кафе,Дистанційно,Повна зайнятість
Sales manager (IT),WebiProg,Дистанційно,Повна зайнятість
.Net Core Backend Developer,Chaika Tech Inc,Дистанційно,Повна зайнятість
Таргетолог (Meta Ads),HowSimpl,Дистанційно,Неповна зайнятість
Автор академічних робіт (німецька мова),30 000 – 50 000 грн,Дистанційно,Неповна зайнятість
"Програміст 1С, BAF",60 000 – 80 000 грн,Дистанційно,"Повна зайнятість, неповна зайнятість"
QA/IT specialist,10 000 – 20 000 грн,Дистанційно,Повна зайнятість
Shopify Developer,8 500 – 25 000 грн,Дистанційно,"Повна зайнятість, неповна зайнятість"
Бізнес-аналітик (WEB-розробка),Linecore,Дистанційно,"Повна зайнятість, неповна зайнятість"
